Medicamento,Nome_do_Arquivo_PDF,Doencas_CIDs,Caminho_Local,URL_Origem
secuquinumabe,321_secuquinumabe_espondilite_ancilosante_v4.pdf,,pdfs_bmed_alto_custo\321_secuquinumabe_espondilite_ancilosante_v4.pdf,http://www.saude.sp.gov.br/resources/ses/perfil/gestor/assistencia-farmaceutica/medicamentos-do-componente-especializado-da-assistencia-farmaceutica/321_secuquinumabe_espondilite_ancilosante_v4.pdf
secuquinumabe,463_secuquinumabe_psoriase_v3_1_.pdf,,pdfs_bmed_alto_custo\463_secuquinumabe_psoriase_v3_1_.pdf,http://www.saude.sp.gov.br/resources/ses/perfil/gestor/assistencia-farmaceutica/medicamentos-do-componente-especializado-da-assistencia-farmaceutica/463_secuquinumabe_psoriase_v3_1_.pdf
sevelamer,280_sevelamer_disturbio_mineral_osseo_v18.pdf,,pdfs_bmed_alto_custo\280_sevelamer_disturbio_mineral_osseo_v18.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/280_sevelamer_disturbio_mineral_osseo_v18.pdf
sildenafila,229_sildenafila_hipertensao_pulmonar_v14_1_.pdf,,pdfs_bmed_alto_custo\229_sildenafila_hipertensao_pulmonar_v14_1_.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/229_sildenafila_hipertensao_pulmonar_v14_1_.pdf
sildenafila,229_sildenafila_esclerose_sistemica_v12_1_.pdf,,pdfs_bmed_alto_custo\229_sildenafila_esclerose_sistemica_v12_1_.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/229_sildenafila_esclerose_sistemica_v12_1_.pdf
sirolimo,509_sirolimo_linfangioleiomiomatose_v4.pdf,,pdfs_bmed_alto_custo\509_sirolimo_linfangioleiomiomatose_v4.pdf,http://www.saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/509_sirolimo_linfangioleiomiomatose_v4.pdf
sirolimo,231_sirolimo_transplante_renal_v10_1_.pdf,,pdfs_bmed_alto_custo\231_sirolimo_transplante_renal_v10_1_.pdf,http://www.saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/231_sirolimo_transplante_renal_v10_1_.pdf
sirolimo,453_sirolimo_transplante_hepatico_pediatrico_v3.pdf,,pdfs_bmed_alto_custo\453_sirolimo_transplante_hepatico_pediatrico_v3.pdf,http://www.saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/453_sirolimo_transplante_hepatico_pediatrico_v3.pdf
somatropina,232_somatropina_hipopituitarismo_v25_9_.pdf,,pdfs_bmed_alto_custo\232_somatropina_hipopituitarismo_v25_9_.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/232_somatropina_hipopituitarismo_v25_9_.pdf
somatropina,233_somatropina_sindrome_turner_v20.pdf,,pdfs_bmed_alto_custo\233_somatropina_sindrome_turner_v20.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/233_somatropina_sindrome_turner_v20.pdf
sulfassalazina,234_sulfassalazina_artrite_psoriasica_v20.pdf,,pdfs_bmed_alto_custo\234_sulfassalazina_artrite_psoriasica_v20.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/234_sulfassalazina_artrite_psoriasica_v20.pdf
sulfassalazina,235_sulfassalazina_retocolite_ulcerativa_v11_1_.pdf,,pdfs_bmed_alto_custo\235_sulfassalazina_retocolite_ulcerativa_v11_1_.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/235_sulfassalazina_retocolite_ulcerativa_v11_1_.pdf
sulfassalazina,236_sulfassalazina_artrite_reativa_reiter_v13.pdf,,pdfs_bmed_alto_custo\236_sulfassalazina_artrite_reativa_reiter_v13.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/236_sulfassalazina_artrite_reativa_reiter_v13.pdf
sulfassalazina,237_sulfassalazina_artrite_reumatoide_v27.pdf,,pdfs_bmed_alto_custo\237_sulfassalazina_artrite_reumatoide_v27.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/237_sulfassalazina_artrite_reumatoide_v27.pdf
sulfassalazina,238_sulfassalazina_artropatiaenteropatica_v5_12_22.pdf,,pdfs_bmed_alto_custo\238_sulfassalazina_artropatiaenteropatica_v5_12_22.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/238_sulfassalazina_artropatiaenteropatica_v5_12_22.pdf
sulfassalazina,239_sulfassalazina_crohn_v10_1_.pdf,,pdfs_bmed_alto_custo\239_sulfassalazina_crohn_v10_1_.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/239_sulfassalazina_crohn_v10_1_.pdf
sulfassalazina,240_sulfassalazina_espondilite_v18_2_.pdf,,pdfs_bmed_alto_custo\240_sulfassalazina_espondilite_v18_2_.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/240_sulfassalazina_espondilite_v18_2_.pdf
sulfassalazina,494_sulfassalazina_artrite_idiopatica_v7_2_.pdf,,pdfs_bmed_alto_custo\494_sulfassalazina_artrite_idiopatica_v7_2_.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/494_sulfassalazina_artrite_idiopatica_v7_2_.pdf
tafamidis,455_tafamidis_amiloidoses_associadas_a_transtirretina__v1.pdf,,pdfs_bmed_alto_custo\455_tafamidis_amiloidoses_associadas_a_transtirretina__v1.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/455_tafamidis_amiloidoses_associadas_a_transtirretina__v1.pdf
tacrolimo,241_tacrolimo_sindrome_nefrotica_v10_7_.pdf,,pdfs_bmed_alto_custo\241_tacrolimo_sindrome_nefrotica_v10_7_.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/241_tacrolimo_sindrome_nefrotica_v10_7_.pdf
tacrolimo,511_tacrolimo_transplante_cardiaco_v4.pdf,,pdfs_bmed_alto_custo\511_tacrolimo_transplante_cardiaco_v4.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/511_tacrolimo_transplante_cardiaco_v4.pdf
tacrolimo,287_tacrolimo_transplante_hepatico_adulto_v7_1_.pdf,,pdfs_bmed_alto_custo\287_tacrolimo_transplante_hepatico_adulto_v7_1_.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/287_tacrolimo_transplante_hepatico_adulto_v7_1_.pdf
tacrolimo,243_tacrolimo_transplante_hepatico_pediatrico_v12_1_.pdf,,pdfs_bmed_alto_custo\243_tacrolimo_transplante_hepatico_pediatrico_v12_1_.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/243_tacrolimo_transplante_hepatico_pediatrico_v12_1_.pdf
tacrolimo,244_tacrolimo_transplante_renal_v12_1_.pdf,,pdfs_bmed_alto_custo\244_tacrolimo_transplante_renal_v12_1_.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/244_tacrolimo_transplante_renal_v12_1_.pdf
teriflunomida,304_teriflunomida_esclerose_v15.pdf,,pdfs_bmed_alto_custo\304_teriflunomida_esclerose_v15.pdf,http://www.saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/304_teriflunomida_esclerose_v15.pdf
tobramicina,481_tobramicina_fibrose_v6.pdf,,pdfs_bmed_alto_custo\481_tobramicina_fibrose_v6.pdf,http://portal.saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/481_tobramicina_fibrose_v6.pdf
tocilizumabe,249_tocilizumabe_artrite_reumatoide_v29.pdf,,pdfs_bmed_alto_custo\249_tocilizumabe_artrite_reumatoide_v29.pdf,http://www.saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/249_tocilizumabe_artrite_reumatoide_v29.pdf
tocilizumabe,492_tocilizumabe_artrite_idiopatica_v6.pdf,,pdfs_bmed_alto_custo\492_tocilizumabe_artrite_idiopatica_v6.pdf,http://www.saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/492_tocilizumabe_artrite_idiopatica_v6.pdf
tofacitinibe,302_tofacitinibe_artrite_reumatoide_v5.pdf,,pdfs_bmed_alto_custo\302_tofacitinibe_artrite_reumatoide_v5.pdf,http://www.saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/302_tofacitinibe_artrite_reumatoide_v5.pdf
tofacitinibe,tofacitinibe_artrite_psoriasica_v5.pdf,,pdfs_bmed_alto_custo\tofacitinibe_artrite_psoriasica_v5.pdf,http://www.saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/tofacitinibe_artrite_psoriasica_v5.pdf
tofacitinibe,513_tofacitinibe_retocolite_v3_1_.pdf,,pdfs_bmed_alto_custo\513_tofacitinibe_retocolite_v3_1_.pdf,http://www.saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/513_tofacitinibe_retocolite_v3_1_.pdf
topiramato,251_topiramato_epilepsia_v3_1_.pdf,,pdfs_bmed_alto_custo\251_topiramato_epilepsia_v3_1_.pdf,http://www.saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/251_topiramato_epilepsia_v3_1_.pdf
toxina botulínica tipo a,252_toxina_botulinica_distonias_v13_2_.pdf,,pdfs_bmed_alto_custo\252_toxina_botulinica_distonias_v13_2_.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/252_toxina_botulinica_distonias_v13_2_.pdf
toxina botulínica tipo a,253_toxina_botulinica_espasticidade_v13.pdf,,pdfs_bmed_alto_custo\253_toxina_botulinica_espasticidade_v13.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/253_toxina_botulinica_espasticidade_v13.pdf
triexifenidil,triexifenidil_parkinson_v14.pdf,,pdfs_bmed_alto_custo\triexifenidil_parkinson_v14.pdf,http://portal.saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/triexifenidil_parkinson_v14.pdf
triptorrelina,299_triptorrelina_leiomioma_de_utero_v3_1_.pdf,,pdfs_bmed_alto_custo\299_triptorrelina_leiomioma_de_utero_v3_1_.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/299_triptorrelina_leiomioma_de_utero_v3_1_.pdf
triptorrelina,300_triptorrelina_puberdade_precoce_v12_1_.pdf,,pdfs_bmed_alto_custo\300_triptorrelina_puberdade_precoce_v12_1_.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/300_triptorrelina_puberdade_precoce_v12_1_.pdf
triptorrelina,301_triptorrelina_endometriose_v3.pdf,,pdfs_bmed_alto_custo\301_triptorrelina_endometriose_v3.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/301_triptorrelina_endometriose_v3.pdf
upadacitinibe,515_upadacitinibe_artrite_reumatoide_v10_3_.pdf,,pdfs_bmed_alto_custo\515_upadacitinibe_artrite_reumatoide_v10_3_.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/515_upadacitinibe_artrite_reumatoide_v10_3_.pdf
ustequinumabe,462_ustequinumabe_psoriase_v4.pdf,,pdfs_bmed_alto_custo\462_ustequinumabe_psoriase_v4.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/462_ustequinumabe_psoriase_v4.pdf
vigabatrina,256_vigabatrina_epilepsia_v13_1_.pdf,,pdfs_bmed_alto_custo\256_vigabatrina_epilepsia_v13_1_.pdf,http://www.saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/256_vigabatrina_epilepsia_v13_1_.pdf
ziprasidona,257_ziprasidona_esquizofrenia_v18_1_.pdf,,pdfs_bmed_alto_custo\257_ziprasidona_esquizofrenia_v18_1_.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/257_ziprasidona_esquizofrenia_v18_1_.pdf
ziprasidona,258_ziprasidona_esquizoafetivo_v19_1_.pdf,,pdfs_bmed_alto_custo\258_ziprasidona_esquizoafetivo_v19_1_.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/258_ziprasidona_esquizoafetivo_v19_1_.pdf
